D2C1EDFC-9084-3FF2-B737-565E67FA59C9
1) 79419598D0733AA9BC988F218BB762, 50p, 30j (13-11-6), 19s (65-46)
C9FD3684-412D-3E81-9EA3-012BB2C2062F
1) B47AB9F6436438BF8C8A923E0503B7, 348p, 230j (102-42-86), 40s (477-437)
2) 99040AB12BA1321FA3544306691049, 331p, 238j (94-49-95), 4s (479-475)
3) C2E3434CDC623355A626C2F4A12406, 320p, 212j (93-41-78), 27s (425-398)
4) F0ADB1F81D7F3922BFC96A3166E1F0, 317p, 225j (90-47-88), 9s (469-460)
5) 4E468D04C1123EAEBF232DDF6D65A7, 307p, 213j (88-43-82), 33s (440-407)
6) 7DB50BCE34233FE28232CA0FB0329B, 298p, 225j (81-55-89), -27s (425-452)
7) 575B8C3169CD36C19C91AEA555DC73, 275p, 208j (78-41-89), -22s (408-430)
8) 0E592D02C8683E02A4D4CEAF89D05F, 272p, 201j (77-41-83), -24s (384-408)
9) F8C16F5C2BDC31569548E5201C3FFE, 264p, 204j (73-45-86), -40s (391-431)

2A4D617C-8A1E-3764-A08F-BADB6DD44D54
1) F23C150DFBBA33A99D2CDD7E98A726, 510p, 360j (145-75-140), 1s (753-752)
2) 97EFD514472036D39BAF6FBFF7DBD4, 486p, 332j (138-72-122), 19s (658-639)
3) 25C53C50A6EE38F99C26B22BB97B6B, 424p, 316j (117-73-126), 8s (626-618)
4) 5BB0E3AD6FAB3C719980ABFFFE651F, 402p, 302j (112-66-124), -28s (604-632)

0A27DFE0-8AA7-36E8-8EAC-1EAD11A7D02E
1) 298661BBB2FA3C07A031EA4372DB8A, 98p, 75j (26-20-29), 10s (156-146)
2) 0631FA35F7B53EFA8297E453F55D34, 95p, 61j (27-14-20), 2s (130-128)
3) D723841FBB553F538618DB7EB02429, 91p, 54j (27-10-17), 27s (122-95)
4) 3E761F010B563687B921139F148E2F, 91p, 59j (27-10-22), 23s (128-105)
5) 0607D51A41183711BDE915EFAF5ADF, 85p, 61j (23-16-22), -2s (118-120)
6) DC647FBC296D3B0583AE3A3B75ACD1, 81p, 54j (22-15-17), 16s (106-90)
7) 639AB493362835848A9DDFB853CC00, 78p, 58j (22-12-24), -8s (122-130)
8) 2B98FAD49B5830FFB182C00B60BD57, 77p, 51j (22-11-18), 10s (101-91)
9) 7E5DA6D7679B36EAB5895F79D93768, 77p, 55j (22-11-22), 2s (116-114)
10) 3CD1296D36503C009763542D1CC2D6, 73p, 58j (18-19-21), -10s (111-121)
11) A84F1B6B39013899AB089309DE3AF3, 71p, 50j (20-11-19), 1s (103-102)
12) ADBC5015DE5A3AA2A458106555D178, 71p, 52j (19-14-19), 3s (105-102)
13) 39B51965D9413D6BAC3701E308F000, 70p, 51j (20-10-21), -2s (99-101)
14) 04930F10514731EA8206655CB0EB98, 70p, 53j (20-10-23), -9s (111-120)
15) 4AF5B1EF394C3B38A6061C5D91A294, 70p, 59j (18-16-25), -22s (111-133)
16) D69637B3930D3C8C815D5E0B347787, 67p, 56j (17-16-23), -8s (98-106)
17) 98CD458F1EB83282B539AA2F3DC743, 65p, 49j (17-14-18), -8s (95-103)
18) 23E929BFB71434BB841102381B99AB, 62p, 40j (17-11-12), 20s (94-74)
19) A03140F151C43A48A6B34A39B60351, 60p, 42j (16-12-14), -6s (87-93)
20) 20C70A39BBA03CB093E5538D686442, 53p, 45j (12-17-16), -16s (86-102)
21) 035B1CFFDA0834E7BDD7F03EACBCC0, 49p, 45j (14-7-24), -23s (81-104)

68BDA0F3-846A-365E-BBFE-A8F268679366
1) 39AF365F2AD33230AECB1F9C9E0ADE, 63p, 36j (17-12-7), 25s (85-60)
2) 3509A48E5AE23CC685B59E61D78D8A, 57p, 31j (17-6-8), 19s (65-46)
3) 7F3F73E647C2346CADC7EB831B9F1D, 53p, 34j (15-8-11), 15s (73-58)
4) AEEBD24676213127879859405E6DAF, 45p, 24j (13-6-5), 25s (64-39)
5) 58E7B3658FEB36719E3003CB90B9EA, 45p, 32j (13-6-13), -1s (65-66)
6) 5469F70BFDAE3336B505E26A53C49D, 42p, 29j (13-3-13), -12s (49-61)
7) 766CDF7DCFCC36A6B64B6402B53D9B, 42p, 30j (12-6-12), -9s (57-66)
8) A252C045125D3D6C864146278B1BBA, 42p, 38j (12-6-20), -15s (67-82)
9) F751B1059888348589D0DD7F587E24, 41p, 23j (12-5-6), 15s (61-46)
10) 54BB321CA40E3D8F8D95C7CAD419A7, 40p, 26j (13-1-12), -6s (43-49)
11) 72A167B90ABA3A5BB68C97B2F21A03, 39p, 25j (12-3-10), 10s (63-53)
12) DE6A60A73D6B3010A1685806309EAE, 37p, 30j (10-7-13), -10s (57-67)
13) 62380463488134059EE4E0F47E5366, 36p, 27j (11-3-13), -5s (51-56)
14) 32A090F37F653B20839FD6634D7622, 34p, 23j (10-4-9), 7s (55-48)
15) 80CE01CF71F23B3DA83F64DCF85BB3, 32p, 27j (9-5-13), -1s (66-67)
16) D4F0CEE29B733CA3AA62C3FC6AF465, 32p, 26j (9-5-12), -12s (43-55)
17) 4C226EA6712B3F2087C923AF77212B, 21p, 25j (5-6-14), -19s (45-64)
18) F90B693205473EADA54DB4FF150F93, 19p, 26j (5-4-17), -26s (44-70)

ABA27622-DE27-373C-9C9C-2F6FCF482953
1) EE75EAD4B71937019638C2FFA069BA, 84p, 48j (25-9-14), 22s (111-89)
2) 41910BA8DD1D3D11AF63998FDCD5BB, 81p, 51j (24-9-18), 11s (115-104)
3) 17AF65E23A2A38F38A77F84DDE9DA3, 80p, 52j (24-8-20), 11s (103-92)
4) 4A0B2343A27539E6849B76176DDD8F, 76p, 49j (21-13-15), 14s (109-95)
5) 1083978F977D31C7946926DF8C4A11, 75p, 50j (21-12-17), 4s (103-99)
6) 9A98331B7AF93DF58D221BD4AE3678, 74p, 48j (22-8-18), 1s (99-98)
7) 065B5A42CEEA39FDA2AC2A909E0B2C, 73p, 53j (21-10-22), 0s (102-102)
8) C8CB5B630EA03B15A8D2538E81F835, 70p, 47j (21-7-19), 11s (94-83)
9) 98EA5CFD54713342A956A38E6C648C, 70p, 50j (19-13-18), 7s (112-105)
10) 4DBC28E594E439EDAD22E21619A45A, 69p, 46j (20-9-17), 0s (92-92)
11) 2A876866081731159AAEF3FE939EFD, 68p, 49j (19-11-19), -11s (88-99)
12) AAF36A051F1E34F280F996E207CDE7, 65p, 48j (18-11-19), -5s (87-92)
13) ABD2D0FB82C93C2781B170C6B3479E, 64p, 46j (18-10-18), -6s (84-90)
14) E3BDC1B65CE4398780DB3CA36A933E, 63p, 40j (18-9-13), 5s (86-81)
15) 135DA410D9E33CEF8884807DB51E65, 60p, 39j (17-9-13), 10s (83-73)
16) E81E623D62D33E17890642711B0880, 60p, 46j (17-9-20), -5s (90-95)
17) 5AF238F03DA53648BBB69F7331BBDB, 57p, 38j (16-9-13), 10s (81-71)
18) 6C79D99712DD30B0B29902661C05DD, 55p, 49j (14-13-22), -10s (86-96)
19) 30348CC6778A3D7DA26E86B1590180, 48p, 47j (13-9-25), -17s (72-89)
20) 612DFA9F32443628B6393410F6D97C, 43p, 39j (11-10-18), -10s (65-75)
21) 8D3F88B20E07338FA71750592B7A08, 43p, 44j (11-10-23), -20s (78-98)
22) CA06773658BA3519999BD7F14278E3, 31p, 31j (9-4-18), -22s (49-71)

C3584EF2-5117-30BC-AC95-F55282CC02F1
1) 378447DCCE3E3A64A50A0022011879, 119p, 78j (35-14-29), -4s (171-175)
2) 094DDB9D2238339D926CB790235DBF, 109p, 69j (33-10-26), -6s (145-151)
3) 4B32A85F607F3DFABD825B4891F2D0, 103p, 70j (30-13-27), -3s (151-154)
4) 395CABC9EA3331EA924721AAA288A0, 101p, 75j (30-11-34), -6s (156-162)
5) 87AF1639B0FB39E9945F6C9118602B, 100p, 67j (30-10-27), 10s (127-117)
6) F68E4B1E73853243B35A9FEA2F53FE, 100p, 69j (28-16-25), 17s (154-137)
7) 10E788E529EC3BA7BA6029615EE773, 99p, 68j (30-9-29), 21s (147-126)
8) ADC8A464AD2E3E08A39F8DE12CBE6D, 97p, 58j (29-10-19), 19s (136-117)
9) 9CFE9255E8163AC4ADD81895AB8BCF, 96p, 57j (29-9-19), 22s (132-110)
10) CE931F6EF7423B7B9CD6E4D807EBE1, 96p, 66j (27-15-24), 6s (127-121)
11) 3E0442D566A137C98D43FD2E3A7DEE, 96p, 62j (27-15-20), 2s (136-134)
12) 7A3A80FECA02368987C35251538D79, 92p, 73j (24-20-29), -5s (134-139)
13) 192BDEB0FE463EF2808E646F12E1B6, 89p, 65j (24-17-24), 0s (135-135)
14) 062E62C46CC3391686229293C8D8B9, 86p, 59j (24-14-21), 14s (125-111)
15) 88A3A7587FDD3874B5387B91711D4D, 86p, 62j (24-14-24), -7s (121-128)
16) 9E08AA5FE2BD303F999C7FD19E7CFE, 85p, 66j (22-19-25), -5s (129-134)
17) FE79EA04A31837D19CFCB77625243B, 84p, 53j (24-12-17), 19s (126-107)
18) EDBDB6A37E6A3ECBA89CEF70A9534A, 84p, 61j (24-12-25), 0s (112-112)
19) A058878559CE3CEA970DA5D6A1741D, 80p, 66j (23-11-32), -22s (129-151)
20) 133416BB311D371183067F6606665A, 78p, 55j (24-6-25), 3s (108-105)
21) D47726DF55C33CA4BAAC1BEE293645, 61p, 58j (16-13-29), -20s (102-122)
22) 83BC10DCA7163CAFBEDA76F68CDF5C, 60p, 49j (17-9-23), -10s (89-99)
23) 5A1EBBA6C84638B5908A291194F756, 55p, 62j (14-13-35), -45s (107-152)

290906A9-6887-3EE9-B87D-687DCAC437A1
1) F8181C89671A3789950977F96D236A, 179p, 109j (52-23-34), 45s (235-190)
2) 4EBC4E9BDF2C343E86F4CC4E5587C2, 177p, 124j (53-18-53), 12s (252-240)
3) BF9B6D2A1D8F33B1B381B6F62ACFE2, 172p, 116j (48-28-40), 33s (237-204)
4) F27EA0699E3F30179C5C177BAAB5FE, 170p, 113j (47-29-37), 11s (233-222)
5) 7B6D050D7D7532DD84886DB29FFFDA, 162p, 119j (43-33-43), -6s (239-245)
6) FF88AB0258E3357C8549FE1CD27035, 160p, 106j (47-19-40), 18s (232-214)
7) F60A66CBDDDE3E389CB6E5F7654270, 156p, 112j (44-24-44), -2s (227-229)
8) F2C3A5B81DD631C3AADE12C3D5F5AD, 155p, 108j (45-20-43), 12s (233-221)
9) 165B7EE4A62A33009DE21740ACCECB, 154p, 107j (45-19-43), 11s (227-216)
10) E39327BF5D3B3EBCAEB108BEDB04B5, 151p, 94j (46-13-35), 17s (195-178)
11) 4D784A1F86CB34FBA415E6D437AAD0, 148p, 103j (43-19-41), -4s (204-208)
12) A522EA9EA15B3708AECFBE5CCDFDE3, 148p, 114j (40-28-46), -23s (225-248)
13) 7B784EBED915360A8BEF99FE7139EC, 143p, 117j (39-26-52), -29s (232-261)
14) 782E77EB7A903625BDBED8C7EF26C4, 141p, 117j (37-30-50), -23s (233-256)
15) 392FB6AFE67230D39E24EED9F27C2F, 136p, 102j (41-13-48), -17s (185-202)
16) A1CE7C0424AA356FB80F77AA88DB90, 121p, 93j (35-16-42), -34s (153-187)
17) 72C3DD29947932918107B35A46320D, 106p, 90j (30-16-44), -21s (168-189)

FA7CE69B-3DB7-3E30-94BD-CA69A4E863F7
1) 7308729D12B639C0B89B5913419794, 12p, 4j (4-0-0), 7s (14-7)
2) EF105B8FE629307FB6A6E45D48C07C, 9p, 4j (3-0-1), 0s (8-8)
3) 34D94117852732A5AB2AC473D988C0, 7p, 3j (2-1-0), 3s (8-5)
4) 87BD997663943F3C824CFDF3EEB646, 7p, 4j (2-1-1), 2s (9-7)
5) 57AF43FF6E6A3D83BF9499AEAACAED, 6p, 3j (2-0-1), 5s (10-5)
6) 69C2B189B7613BFCBF164C4838B47E, 6p, 5j (2-0-3), -2s (10-12)
7) B41B4A46E37E3C31959D6DB760DEC7, 1p, 1j (0-1-0), 0s (1-1)
8) D593EBBB36AC3C32A4F7966E83C1A3, 1p, 2j (0-1-1), -2s (4-6)
9) A47F548FA90136248B82702D267FD0, 0p, 0j (0-0-0), 0s (0-0)
10) 9C893362C7813FA1860C96FEF25E15, 0p, 1j (0-0-1), -1s (1-2)
11) DE08B81B160B3033BD0D54E73CA8EE, 0p, 1j (0-0-1), -1s (0-1)
12) 5500FE37C65930589B4A7989BC3CD4, 0p, 2j (0-0-2), -2s (5-7)
13) 7AA546055F8E342B9F7DE16E183D7F, 0p, 1j (0-0-1), -2s (0-2)
14) C2AE9C602FB3341BBF83D13734E66B, 0p, 1j (0-0-1), -3s (0-3)
15) 8E19CE96972633C38F4D674E5A6AB7, 0p, 2j (0-0-2), -4s (3-7)

F636FB52-662F-3686-A2CF-9EF883F4A2C9
1) 5FBB10AB6E5B3456B432FBF271B016, 37p, 20j (11-4-5), 11s (48-37)
2) 76D7D8DE658E3A8DA9A628D7AB7C96, 37p, 19j (11-4-4), 11s (40-29)
3) 94787B7DCD25307AA255AA2BD9388C, 34p, 21j (9-7-5), 8s (49-41)
4) EB76D586CC2A3A6E8F8FAE5F42870F, 28p, 17j (9-1-7), 6s (36-30)
5) F62A729A6DC93597941802FB424F87, 27p, 17j (8-3-6), -2s (32-34)
6) B2C270D274CE395D99AC814CCBAE83, 26p, 20j (8-2-10), -9s (34-43)
7) BDFCEBF1B2AD348AA2EB095D4CF282, 26p, 15j (7-5-3), 6s (37-31)
8) 2989D1DC2DC93788A80AFB5B948A0F, 26p, 19j (7-5-7), 2s (35-33)
9) 49A6DDAFF6893A2CBEE7EB7CCB439C, 26p, 20j (7-5-8), -8s (35-43)
10) 6645B19A6A4E38FC9E39ABCA19F6D2, 23p, 18j (7-2-9), -1s (34-35)
11) E36AAC81EB6F348A9BD962A1F9130B, 23p, 18j (7-2-9), -7s (32-39)
12) F54091D273333A7A931F3B2770FE0F, 23p, 18j (6-5-7), -1s (36-37)
13) 6C304E4C958B3E37AFE4AB81385B70, 22p, 11j (7-1-3), 7s (30-23)
14) FC65437B50E930E5B03EFAE575F3E8, 20p, 13j (6-2-5), 3s (28-25)
15) DDD808093F2234C983E2CF2169F522, 18p, 11j (5-3-3), 5s (22-17)
16) 1B245C0B9AFC3F68BAB87E97AB47E0, 18p, 16j (5-3-8), -1s (36-37)
17) 9892C44A8B603BF3B8C3FC8A8C469C, 18p, 14j (5-3-6), -1s (29-30)
18) CD5605F23B993E818981874BD014DE, 18p, 16j (5-3-8), -4s (35-39)
19) C20E1D58D9AA3C26A4E0FFEAEB4197, 17p, 17j (5-2-10), -5s (24-29)
20) E563DE58FA083C168C1EF2D38663F3, 16p, 16j (3-7-6), -8s (32-40)
21) 6AEE7856FDD23F4086DC64A1FD45B5, 14p, 8j (4-2-2), 4s (14-10)
22) 2E23482C16DD352EB41B8FF0FB197C, 12p, 10j (4-0-6), 2s (22-20)
23) AA2619856B3D34A4AC642EFE9AFD9C, 9p, 16j (2-3-11), -18s (19-37)

0B69EC50-1BE8-3114-9E3C-40304F7C781A
1) D2713C9A380A311E864B8DB4862775, 139p, 94j (40-19-35), 8s (190-182)
2) 4596FF564B8D3C5EAD5DEFE31CE7A6, 134p, 82j (40-14-28), 14s (174-160)
3) EE55F35C89AA34B3BA6A5DA2E7D856, 128p, 81j (37-17-27), 36s (191-155)
4) 00B60EC0B85530B7A52AF2AF8317B9, 125p, 83j (36-17-30), 8s (165-157)
5) 3A49BDD244EE3BE498BBF72017474F, 123p, 82j (35-18-29), -1s (164-165)
6) D12D2DD2DE743AAE8B9F8B9DE3A9EE, 122p, 85j (36-14-35), 4s (166-162)
7) 1C61B2F0991E394C8EC5A8A04F5814, 114p, 72j (34-12-26), 19s (147-128)
8) FBEFCDCE41E5300CA44D8A964399B7, 114p, 86j (31-21-34), -8s (159-167)
9) ECA76B22BD683C78B2BD50E5907260, 112p, 72j (30-22-20), 26s (150-124)
10) CBD8A8D9378936289B308A9C88E11A, 112p, 90j (30-22-38), -15s (166-181)
11) 094AD22735A2361E84D22CC5D6819E, 108p, 87j (30-18-39), -25s (166-191)
12) 9560B6E88EE93108BE4A7E05EFE719, 103p, 71j (28-19-24), 2s (146-144)
13) 494FAAFC18283B6596F9F6BDDB8B79, 102p, 66j (30-12-24), 12s (126-114)
14) 31FB621DBC9A3B9C9F6D2298FE572F, 102p, 73j (28-18-27), 8s (156-148)
15) C730682D8CAA3ADCA9B5944EADDB6D, 101p, 81j (28-17-36), -9s (148-157)
16) BD259C5602C23A06A906D5EB4C3934, 99p, 70j (28-15-27), -7s (135-142)
17) 4243515FB5AE3F83B1DE8DA81BDA40, 97p, 78j (28-13-37), -17s (151-168)
18) 1ED1EA5D10373FAEAD6837C796313D, 97p, 82j (28-13-41), -19s (154-173)
19) 536AE30DEE4F3B938B20FA90939001, 88p, 65j (25-13-27), -1s (126-127)
20) B1A7DA5C777433DFB922D3B05E4BB6, 88p, 66j (25-13-28), -3s (139-142)
21) 014394DAB9C1371184A6B195B4AD00, 83p, 67j (24-11-32), -24s (135-159)
22) E959EECDB1EF37208342FA2BE88110, 80p, 67j (20-20-27), -8s (129-137)

F3FF8500-3577-3A6C-A648-78B714FC8E2F
1) 03F85619B2D23F249AB97039E78C3D, 80p, 51j (23-11-17), 9s (105-96)
2) BBC1210126A130E6A51E331C4326C6, 78p, 48j (22-12-14), 19s (111-92)
3) F2DFFFDC1F403A969B7AC8F396AC01, 76p, 54j (21-13-20), -6s (114-120)
4) EE5B241A58B73ECB8F6BF24DF7962D, 73p, 46j (21-10-15), 17s (99-82)
5) 96F31BC34E1B3BD5AFCFC1EB7E6200, 72p, 41j (22-6-13), 11s (86-75)
6) 4A776BD858E3348D8A14BAE7726680, 72p, 55j (21-9-25), 9s (120-111)
7) 790A874FBDAD3B5FA55C8963DA308D, 71p, 43j (21-8-14), 14s (97-83)
8) 6AA4D5E201B431218454250305C2F7, 70p, 55j (22-4-29), -27s (102-129)
9) 915BA499D62038DAB30737DB8388AB, 69p, 44j (19-12-13), 13s (96-83)
10) 96228BF5CB4B3644926DAD5EF1BED5, 60p, 37j (17-9-11), 2s (70-68)
11) 1BFDCBBDF2C433A99A4DC9FBA0B49C, 60p, 48j (17-9-22), -7s (97-104)
12) 657CB4DC643D3989BDA89560F0A6E7, 57p, 44j (15-12-17), 0s (85-85)
13) B22568C238E83774BA567F0EC89C15, 55p, 44j (14-13-17), -1s (92-93)
14) D8213E14E2EA307EBE33DFB84CBCE2, 48p, 43j (13-9-21), -14s (75-89)
15) C8AC188B67073BC394E4DE26ACBCD8, 47p, 45j (13-8-24), -22s (83-105)
16) 6EEAEE5B913038818FD2DA23B29CED, 29p, 32j (6-11-15), -17s (56-73)

BF10252F-F940-3B38-9BA1-8EA35EE1D4CF
1) 0457BB6E18DB3557AEEE1EC0103FD0, 82p, 43j (26-4-13), 21s (91-70)
2) B7C169B0301B30A79D3EC46378F608, 57p, 35j (17-6-12), 18s (75-57)
3) E92E023365A83DE1B84605D4986C73, 57p, 36j (17-6-13), 16s (86-70)
4) 9EA1F66EAC3B3F88A52783A84D9D93, 57p, 34j (17-6-11), 3s (77-74)
5) EE0A78DB114F395B866ECD4F265129, 56p, 38j (17-5-16), 9s (76-67)
6) 2384A76E42103C2AB94AEA35409A22, 55p, 40j (16-7-17), -4s (92-96)
7) 3D63BAEF713239508EBFB93B5DD2CD, 54p, 37j (14-12-11), 7s (77-70)
8) 85BA3464DEDF381F9829A46D65F590, 53p, 35j (15-8-12), 4s (79-75)
9) 012851DA01AA324399049790F33124, 53p, 44j (13-14-17), -4s (96-100)
10) 72AAAF8FC7C933C98C95177407CBC5, 52p, 40j (15-7-18), -14s (80-94)
11) 830C54C5F4A1333695BDDAE2FFC328, 52p, 36j (14-10-12), 9s (74-65)
12) 51EFFE6215893B17AE918ACCED4F73, 51p, 41j (14-9-18), -6s (59-65)
13) 4296674466183E2EBF1360EDEB3E2A, 50p, 33j (14-8-11), 5s (69-64)
14) 6A2EBABBD9633CB7BFAB1D54E0FEFD, 50p, 39j (13-11-15), -2s (88-90)
15) 0441E4B2CCD13682B367672EF7FCDB, 49p, 29j (15-4-10), 13s (60-47)
16) D6BED30EE2733C69B2313FDB432B7E, 49p, 40j (15-4-21), -9s (75-84)
17) 3F013FAE93E0368C90EBB246476A16, 49p, 35j (15-4-16), -9s (56-65)
18) A10DCBE7123F378FAED23937627ED3, 44p, 31j (12-8-11), 12s (76-64)
19) 25CB254F877930BD992BCC01C2368A, 43p, 33j (12-7-14), 0s (70-70)
20) 991311ACE39A3635B86FA990D9F28A, 43p, 35j (12-7-16), -8s (72-80)
21) 9EBDB8A4322D3DF7B1CEB834062A0C, 41p, 24j (12-5-7), 9s (61-52)
22) E3CB9CE39B683847B27273205E4976, 39p, 29j (12-3-14), -15s (45-60)
23) FE143C0DEEDF36F6809647B430F99B, 39p, 28j (11-6-11), -4s (52-56)
24) F5645240AB9432099977A244FCCCF2, 39p, 34j (10-9-15), -14s (56-70)
25) DFE3DA6EE13633668A2343640E1602, 38p, 30j (9-11-10), 3s (57-54)
26) B097265A1F393118B24C97C8570968, 36p, 31j (9-9-13), -15s (62-77)
27) A1F359B251483AB085E19BB46F33E3, 27p, 32j (7-6-19), -25s (50-75)

9FD19834-6A41-3584-93CE-9E9E4D89AF63
1) CAF7E949AB1631158E0472892074F3, 152p, 81j (47-11-23), 51s (179-128)
2) 6CD0BCD4FAF6362F9A3DB3C09A224C, 141p, 85j (42-15-28), 43s (203-160)
3) 75947DBF02F53D92B29FBE6231BAA1, 140p, 80j (42-14-24), 22s (189-167)
4) 51F93BBAF04B3568BA2B39E2C89A08, 128p, 81j (38-14-29), 16s (179-163)
5) EDDEC024153B3884BBF3965B4372ED, 127p, 88j (38-13-37), -10s (180-190)
6) 40D588B7AF37378AAC258704049BB9, 117p, 70j (36-9-25), 19s (160-141)
7) AB76B698C0EC3C419CCD25150B619A, 116p, 77j (34-14-29), 3s (160-157)
8) 8839F3532CBA345B9B645D49116E02, 108p, 78j (30-18-30), -7s (151-158)
9) 72218B0B414036468FDB9D6EC023C2, 105p, 77j (30-15-32), -6s (147-153)
10) D9E56122CF603E01934D46760E9D8D, 105p, 83j (30-15-38), -8s (165-173)
11) 19772D292970335FB412C2191704E3, 103p, 73j (32-7-34), -2s (149-151)
12) 59D28F38D4103AEEB38EF1D04606B3, 102p, 77j (30-12-35), 2s (155-153)
13) 16165C1C05DC31B78B87DA81972803, 101p, 73j (29-14-30), -5s (158-163)
14) D1726DBAA8103048A15A23FEE936F4, 99p, 67j (29-12-26), 11s (146-135)
15) E057BE696F0E334A8D3C424BED116B, 98p, 78j (28-14-36), -19s (148-167)
16) 30697D4B00CB3456933C10EF5F949D, 96p, 75j (27-15-33), -14s (141-155)
17) 9BCACF35D6003B38B649AA7D5DBB80, 96p, 79j (27-15-37), -27s (146-173)
18) 1FB177371BC63E149A0072BB15BDE9, 89p, 79j (23-20-36), -29s (158-187)
19) 8A1ED8E210A4305A85DEB6C1876336, 85p, 62j (25-10-27), 15s (129-114)
20) 7983638E5BC53EB09795E2E6981314, 82p, 76j (22-16-38), -29s (144-173)
21) DD2A9E8899DC328DABB684152C45F1, 81p, 76j (22-15-39), -30s (140-170)
22) E3D115A54E463E7E8125D580505E53, 74p, 49j (20-14-15), 4s (88-84)

D441F31D-A06C-34E9-8B1C-3B2D46750E40
1) F9962589856935758442B81FE5FFCA, 70p, 44j (21-7-16), 3s (100-97)
2) 309E5DDD67D739B1A41AE08082CBDA, 70p, 55j (19-13-23), -12s (109-121)
3) 3136671603103E55AFF1B44ED3B062, 66p, 44j (18-12-14), -5s (97-102)
4) 13564C518932385FA7E815CEAB6D8E, 65p, 46j (20-5-21), -5s (85-90)
5) 472786906289304884762880A7AB77, 64p, 36j (19-7-10), 28s (91-63)
6) F13B62AFDBB437ABBF3D53CD8805C6, 62p, 47j (17-11-19), 1s (90-89)
7) 0DED012D80093402AE8BE64476875E, 60p, 36j (19-3-14), 13s (77-64)
8) 5BC21241F7BD3B21940BA624267CCD, 59p, 39j (17-8-14), -6s (83-89)
9) DF499D0962563067BAD031982B4F6C, 54p, 37j (15-9-13), 15s (86-71)
10) 5F90A3B2F3F13D76B6A5AC2190F157, 51p, 44j (16-3-25), -13s (77-90)
11) 895A22823BD431DEBD2E008CD2BAD2, 50p, 47j (14-8-25), -16s (88-104)
12) D3BE0309F9E0357094F75F090BF4F6, 49p, 37j (13-10-14), -3s (78-81)

CE1ABDCF-6DAB-3DE2-9E15-FE2F70677761
1) 7FE8AE7AD61D39C99704C5BCC30208, 1312p, 915j (377-181-357), 8s (1833-1825)
2) 83E46897A76B3474B795F32B07B532, 1252p, 915j (357-181-377), -8s (1825-1833)

9E1711A4-7CEB-3AE3-BABF-D2591C61A43D
1) 7FB31BAB7E4231008863E622752210, 180p, 106j (54-18-34), 46s (226-180)
2) 3193284722E0351FB1270C6E113087, 152p, 118j (42-26-50), -16s (230-246)
3) 69D9861829463FF28EDCB7A4B19A6A, 126p, 102j (36-18-48), -30s (190-220)

400850F7-9C32-354B-9942-30F97E9893B2
1) A26CE048AA693D7298999EF5C6861C, 71p, 37j (23-2-12), 21s (90-69)
2) DFDA8F37EC723C979D53E4AD5FC5E8, 62p, 38j (18-8-12), 15s (80-65)
3) DE5E2E5682583A72AF47BF28421BC6, 59p, 43j (16-11-16), -7s (77-84)
4) 8F6594C7802F39AC8073A229D37BED, 58p, 30j (19-1-10), 15s (63-48)
5) D8EE2BAF9BE7374C9A3B1AB98B33D2, 55p, 40j (14-13-13), -1s (86-87)
6) FC9F7364EB8C3B44813154A9B5E759, 54p, 32j (15-9-8), 19s (63-44)
7) C636CA57E5713FAD83ABA9A746C30D, 54p, 32j (15-9-8), 13s (74-61)
8) 5A9F3B48757F355580FFBC510929B6, 54p, 36j (15-9-12), 4s (71-67)
9) 34EB3C5DA3D4386A9AB430126A947C, 53p, 37j (15-8-14), 3s (69-66)
10) 256B84052CC433DA99894EEC038A8B, 51p, 43j (14-9-20), -12s (75-87)
11) E942FECAD0DB3B5C8022F9A170E248, 50p, 35j (14-8-13), 6s (76-70)
12) D25ED996017E3592A4D6C428735CA5, 45p, 34j (12-9-13), -3s (68-71)
13) EA62D0DCEFAF37B28568F6539E52B2, 44p, 32j (13-5-14), 5s (69-64)
14) 95121E1DA86639DFA6DA9B4407A2D7, 44p, 33j (13-5-15), -10s (64-74)
15) DC56B9CA9BEF337AB11A8DF6549AF2, 43p, 30j (13-4-13), -1s (47-48)
16) 4926665DF62E308087733BD5BF9986, 43p, 35j (13-4-18), -16s (56-72)
17) 9455A3232C6131C1AA1B3ABD32F642, 38p, 30j (10-8-12), 5s (64-59)
18) 200AE4C695043FFAA4DE665CB69287, 38p, 29j (10-8-11), 0s (55-55)
19) E9B3E7A94D5636ECAFF8399A7C5D73, 35p, 35j (9-8-18), -10s (67-77)
20) 7468837D67FE3AD69891513FE3147C, 33p, 30j (9-6-15), -13s (55-68)
21) F90377DAC3B5356D8A97287D8F0710, 31p, 27j (8-7-12), -10s (43-53)
22) 3BBB0D299DE830FAA43A854AE23311, 27p, 23j (8-3-12), -7s (39-46)
23) A880BC72265C3EB48475C29F8118F1, 21p, 21j (5-6-10), -16s (30-46)

98A6AF0F-16F9-3ACE-A3E7-5B1B35FD5A63
1) 97D27634980C39058BA147B07B69FB, 267p, 174j (80-27-67), 31s (382-351)
2) C8F7D479B46D39FEBE07B3782AC678, 248p, 166j (72-32-62), 27s (318-291)
3) 957400F54130317AA3C25746E6DD71, 239p, 178j (68-35-75), -25s (335-360)
4) 565C00D679833D4FAFECED150B5715, 236p, 167j (70-26-71), -1s (313-314)
5) 3D2B79DDCD1538888AB047CEF4A5D9, 235p, 166j (68-31-67), -15s (350-365)
